# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 4.032625074514018,5.315968596813622,2.9351135400826913,143.48286096611292,-0.6823233901062645,2.8674279828839984,6.443780471625976,0.0,-251.02937292041858,0.0
 4.040007470060533,5.319860468870549,2.9320321595775884,141.62966284142098,-0.6625051178414759,2.6845313475713612,6.835067056517554,0.0,-258.58308237824076,0.0
 4.047446282645012,5.323566653051231,2.9288897664310705,139.70611175409215,-0.6439015274286153,2.5008817202459066,7.235729854141174,0.0,-266.1068873063794,0.0
 4.054939452651705,5.327087848803056,2.9256870869841074,137.7121276075538,-0.6265432420077537,2.316547656780667,7.6422132956126365,0.0,-273.5412832279364,0.0
 4.062484458835286,5.3304247555734126,2.9224248475776675,135.6482569341342,-0.610460302906096,2.1316005196463927,8.050194974474959,0.0,-280.81951404568474,0.0
 4.07007829316785,5.333578072809688,2.919103774552721,133.51576006712042,-0.5956818322658392,1.9461144387737712,8.454589876467729,0.0,-287.8681636983027,0.0
 4.077717442872032,5.336548499959272,2.9157245942502366,131.3166920695607,-0.5822356586418583,1.7601662678003622,8.849600277071923,0.0,-294.60818087072124,0.0
 4.0853978816745125,5.3393367364695505,2.912288033011183,129.0539719656732,-0.5701479112172453,1.5738355236565684,9.228820085072666,0.0,-300.9563790465628,0.0
 4.093115072244881,5.341943481787913,2.90879481717653,126.7314342352026,-0.5594425910637609,1.38720432725716,9.5853991306122,0.0,-306.82742296997895,0.0
 4.100863981543144,5.344369435361747,2.9052456730872476,124.3538563643888,-0.5501411310229077,1.2003573255063846,9.912267706575049,0.0,-312.1362698621382,0.0
 4.1086391103638,5.346615296638442,2.9016413270843033,121.9269566566115,-0.5422619583590241,1.0133816230736572,10.202414839732493,0.0,-316.80098296731444,0.0
 4.116434537734614,5.348681765065383,2.8979825055086676,119.45735760288743,-0.5358200767394921,0.8263667035948182,10.449205978916739,0.0,-320.74578089192903,0.0
 4.124243980029435,5.350569540089962,2.894269934701309,116.95251193570441,-0.5308266852164185,0.6394043690398515,10.646718228217974,0.0,-323.9041373440275,0.0
 4.132060863741037,5.352279321159564,2.8905043410031976,114.42059096037949,-0.5272888522869236,0.4525886606505528,10.790065354994255,0.0,-326.2217102673855,0.0
 4.139878409916308,5.353811807721579,2.886686450755302,111.87033767698803,-0.525209261333986,0.2660158195823138,10.875682071747105,0.0,-327.6588671089566,0.0
 4.147689727380797,5.355167699223394,2.8828169902985916,109.3108902459454,-0.5245860414857905,0.07978421707078907,10.901538524513633,0.0,-328.1925878348137,0.0
 4.155487911177389,5.356347695112398,2.8788966859740355,106.75158412533068,-0.525412693299946,-0.10600568487715083,10.867261898054394,0.0,-327.81757289918755,0.0
 4.163266142205783,5.357352494835978,2.8749262641226023,104.20174330815303,-0.5276781139700943,-0.2912513991778103,10.774151828594283,0.0,-326.54645302887144,0.0
 4.171017783933868,5.358182797841525,2.870906451085263,101.67047219669652,-0.53136672078618,-0.4758484648125261,10.62508840227617,0.0,-324.40908374329626,0.0
 4.178736472275798,5.358839303576423,2.866837973202985,99.16645958399086,-0.5364586664868947,-0.6596905426345193,10.424343730750328,0.0,-321.4509949758228,0.0
 4.186416195266332,5.359322711488062,2.8627215568167386,96.69780498754483,-0.5429301348070695,-0.8426694983856994,10.17731835651546,0.0,-317.73114360117825,0.0
 4.194051359936941,5.3596337210238305,2.858557928267492,94.27187538516914,-0.5507537012303009,-1.0246755323232621,9.890230330763112,0.0,-313.3191708977693,0.0
 4.201636844718207,5.359773031631117,2.854347813896216,91.8951975826451,-0.5598987413789724,-1.2055973233585184,9.56978701571164,0.0,-308.2923935316088,0.0
 4.209168036652019,5.359741342757308,2.8500919400438782,89.5733883952242,-0.570331868711028,-1.3853221938502052,9.222867632078872,0.0,-302.73275390777354,0.0
 4.216640853595539,5.359539353849793,2.845791033051449,87.31112194246363,-0.5820173838046324,-1.5637362967571296,8.856239279024784,0.0,-296.72392844758593,0.0
 4.224051752361198,5.359167764355959,2.841445819259897,85.11213094739021,-0.5949177192215002,-1.7407248195924165,8.476321994993512,0.0,-290.3487482559054,0.0
 4.231397724315237,5.358627273723196,2.837057025010192,82.97923718581175,-0.6089938664558222,-1.9161721991847505,8.089010841535712,0.0,-283.68703469415516,0.0
 4.238676280333671,5.3579185813988905,2.832625376643302,80.91440521208696,-0.6242057744896177,-2.089962349024916,7.699556155036472,0.0,-276.8139006750734,0.0
 4.245885427197212,5.357042386830431,2.828151600500197,78.91881314825073,-0.6405127124530714,-2.26197888212313,7.31249777985911,0.0,-269.79852344902105,0.0
 4.253023637521711,5.355999389465205,2.823636422921847,76.99293454263234,-0.6578735919821825,-2.4321053513269213,6.9316455616099475,0.0,-262.7033594705851,0.0
 4.2600898152055935,5.3547902887506025,2.81908057024922,75.13662592646038,-0.6762472472086082,-2.6002254752714924,6.560096594834693,0.0,-255.58374850801488,0.0
 4.2670832581706115,5.353415784134008,2.8144847688232857,73.34921555848408,-0.6955926726803979,-2.766223385041917,6.200279361900631,0.0,-248.48784097650415,0.0
 4.274003619915574,5.351876575062814,2.809849744985014,71.62958980970184,-0.715869220729415,-2.929983835566921,5.8540155894132235,0.0,-241.35423050558143,0.0
 4.280853780435312,5.350173360984406,2.8051762250753725,69.97627458862077,-0.7364197022886284,-2.999999999999935,5.522591942171249,0.0,-234.07192927830542,0.0
 4.28764128597081,5.348306841346173,2.8004649354353317,68.38751007293968,-0.7567822188951205,-2.9999999999999183,5.206835271736821,0.0,-226.6601595671973,0.0
 4.294374680711964,5.346277715595503,2.7957166024058604,66.86131774648088,-0.7769824031185821,-3.000000000000099,4.907186727932188,0.0,-219.20730605692935,0.0
 4.301061311926956,5.344086683179784,2.790931952327928,65.39555933124629,-0.797042296763558,-2.9999999999999667,4.623771511921298,0.0,-211.78603845719752,0.0
 4.3077075086817675,5.341734443546404,2.786111711542504,63.9879876497376,-0.8169808870279938,-3.0,4.356462270489746,0.0,-204.4550895186061,0.0
 4.314318730159402,5.339221696142751,2.7812566063905573,62.636289770700444,-0.8368145514608984,-3.0000000000000338,4.104935106814408,0.0,-197.2610192387679,0.0
